"タイトル","コメント","URL","親リストタイトル","親リストURL","一覧抽出方法","座標","所在地","蔵書数","公式サイト","貸出数","事業主体","条例","来館者数","開館","ISIL","専門分野","延床面積","管理運営","年運営費","前身","職員数","位置","建物設計","貸出者数","館長"
"釧路市図書館","[釧路市図書館[外 102] 釧路市中央図書館 （くしろしちゅうおうとしょかん）は、 北海道 釧路市 北大通り10丁目に所在する 公立図書館 。","https://ja.wikipedia.org/wiki/釧路市図書館","北海道の図書館一覧","https://ja.wikipedia.org/wiki/北海道の図書館一覧","箇条書き,制限あり","","〒085-0015北海道釧路市北大通り10丁目2-1（新釧路道銀ビル3〜7階）","329,445冊（2018年時点）","釧路市中央図書館","375,935冊（CD貸出も含む）（2018年）","釧路市","釧路市図書館条例","211,647人（2018年）","2018年2月3日","","","5,289.48 m2","くしろ知域文化財団コンソーシアム","","市立釧路図書館","","","","",""
"釧路市図書館","[釧路市中央図書館] 釧路市中央図書館 （くしろしちゅうおうとしょかん）は、 北海道 釧路市 北大通り10丁目に所在する 公立図書館 。","https://ja.wikipedia.org/wiki/釧路市図書館#釧路市中央図書館","北海道の図書館一覧","https://ja.wikipedia.org/wiki/北海道の図書館一覧","箇条書き,制限あり","","〒085-0015北海道釧路市北大通り10丁目2-1（新釧路道銀ビル3〜7階）","329,445冊（2018年時点）","釧路市中央図書館","375,935冊（CD貸出も含む）（2018年）","釧路市","釧路市図書館条例","211,647人（2018年）","2018年2月3日","","","5,289.48 m2","くしろ知域文化財団コンソーシアム","","市立釧路図書館","","","","",""
"釧路市図書館","[音別町ふれあい図書館] 釧路市中央図書館 （くしろしちゅうおうとしょかん）は、 北海道 釧路市 北大通り10丁目に所在する 公立図書館 。","https://ja.wikipedia.org/wiki/釧路市図書館#分館・分室","北海道の図書館一覧","https://ja.wikipedia.org/wiki/北海道の図書館一覧","箇条書き,制限あり","","〒085-0015北海道釧路市北大通り10丁目2-1（新釧路道銀ビル3〜7階）","329,445冊（2018年時点）","釧路市中央図書館","375,935冊（CD貸出も含む）（2018年）","釧路市","釧路市図書館条例","211,647人（2018年）","2018年2月3日","","","5,289.48 m2","くしろ知域文化財団コンソーシアム","","市立釧路図書館","","","","",""
"弟子屈町図書館 (存在しないページ)","[弟子屈町図書館[外 103]]","https://ja.wikipedia.org/w/index.php?title=弟子屈町図書館&amp;action=edit&amp;redlink=1","北海道の図書館一覧","https://ja.wikipedia.org/wiki/北海道の図書館一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"標茶町図書館 (存在しないページ)","[標茶町図書館[外 104]]","https://ja.wikipedia.org/w/index.php?title=標茶町図書館&amp;action=edit&amp;redlink=1","北海道の図書館一覧","https://ja.wikipedia.org/wiki/北海道の図書館一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"本の森厚岸情報館 (存在しないページ)","[本の森厚岸情報館[外 105]本の森厚岸情報館分館]","https://ja.wikipedia.org/w/index.php?title=本の森厚岸情報館&amp;action=edit&amp;redlink=1","北海道の図書館一覧","https://ja.wikipedia.org/wiki/北海道の図書館一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"鶴居村ふるさと情報館 (存在しないページ)","[鶴居村ふるさと情報館[外 106]]","https://ja.wikipedia.org/w/index.php?title=鶴居村ふるさと情報館&amp;action=edit&amp;redlink=1","北海道の図書館一覧","https://ja.wikipedia.org/wiki/北海道の図書館一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"根室市図書館 (存在しないページ)","[根室市図書館[外 107]]","https://ja.wikipedia.org/w/index.php?title=根室市図書館&amp;action=edit&amp;redlink=1","北海道の図書館一覧","https://ja.wikipedia.org/wiki/北海道の図書館一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"別海町図書館 (存在しないページ)","[別海町図書館[外 108]]","https://ja.wikipedia.org/w/index.php?title=別海町図書館&amp;action=edit&amp;redlink=1","北海道の図書館一覧","https://ja.wikipedia.org/wiki/北海道の図書館一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"中標津町図書館","[中標津町図書館[外 109] 中標津町総合文化会館 （なかしべつちょうそうごうぶんかかいかん）は  、 北海道 標津郡 中標津町 にある 施設 。文化会館、 公民館 、 図書館 機能を持つ複合施設になっている。この項目では、 中標津町図書館 （なかしべつちょうとしょかん）についても記載している。","https://ja.wikipedia.org/wiki/中標津町図書館","北海道の図書館一覧","https://ja.wikipedia.org/wiki/北海道の図書館一覧","箇条書き,制限あり","北緯43度32分56秒東経144度58分42秒","〒086-1002北海道標津郡中標津町東2条南3丁目1-1","","","","","","","1995年7月1日","","","32,395m²","","","","","北緯43度32分56秒東経144度58分42秒﻿ / ﻿北緯43.54889度 東経144.97833度﻿ /43.54889; 144.97833﻿ (中標津町総合文化会館)座標:北緯43度32分56秒東経144度58分42秒﻿ / ﻿北緯43.54889度 東経144.97833度﻿ /43.54889; 144.97833﻿ (中標津町総合文化会館)","","",""
"標津町図書館 (存在しないページ)","[標津町図書館[外 110]]","https://ja.wikipedia.org/w/index.php?title=標津町図書館&amp;action=edit&amp;redlink=1","北海道の図書館一覧","https://ja.wikipedia.org/wiki/北海道の図書館一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"札幌市","[ふきのとう子ども図書館（公益財団法人ふきのとう文庫） -札幌市西区[外 111] 札幌市 （さっぽろし）は、 北海道 の 道央地方 に位置し、 石狩振興局 に属する 市 。 道庁所在地 にして石狩振興局所在地であり、道庁所在地であることから「道都」とも呼ばれ  、 政治 ・ 経済 ・ 文化 の中心地。北海道最大の人口（196万人）を有する 政令指定都市 である。","https://ja.wikipedia.org/wiki/札幌市","北海道の図書館一覧","https://ja.wikipedia.org/wiki/北海道の図書館一覧","箇条書き,制限あり","北緯43度3分43.5秒東経141度21分15.8秒","〒060-8611北海道札幌市中央区北1条西2丁目北緯43度3分43.5秒東経141度21分15.8秒﻿ / ﻿北緯43.062083度 東経141.354389度﻿ /43.062083; 141.354389座標:北緯43度3分43.5秒東経141度21分15.8秒﻿ / ﻿北緯43.062083度 東経141.354389度﻿ /43.062083; 141.354389札幌市役所庁舎","","","","","","","","","","","","","","","","","",""
