# 20万分の1日本シームレス地質図V2
"RGB","comment"
"c00408","[O-S_pin_a] 古生代 オルドビス紀〜シルル紀, 花崗閃緑岩・トーナル岩 片麻状 島弧・大陸"
"c04000","[J1-2_mghls_cb] 中生代 前期ジュラ紀〜中期ジュラ紀, 石灰質グラノフェルス（石灰質ホルンフェルスを含む） 接触変成岩 黒雲母帯"
"c04040","[J1-2_mghls_ckc] 中生代 前期ジュラ紀〜中期ジュラ紀, 石灰質グラノフェルス（石灰質ホルンフェルスを含む） 接触変成岩 カリ長石菫青石帯"
"c04080","[J1-2_mghls_cph] 中生代 前期ジュラ紀〜中期ジュラ紀, 石灰質グラノフェルス（石灰質ホルンフェルスを含む） 接触変成岩 斜方輝石帯（輝石ホルンフェルス相）"
"c06437","[O3-D1_vi_al] 古生代 後期オルドビス紀〜前期デボン紀, 安山岩・玄武岩質安山岩・粗面安山岩 溶岩・火砕岩"
"c0b5ab","[Pg4-N211_sx_Pg4] 新生代 古第三紀 漸新世 チャッティアン期〜新第三紀 中新世 後期ランギアン期, 混在岩 後期漸新世-中期中新世前期付加体"
"c0ef6e","[Pg14-3_somas_Pg2] 新生代 古第三紀 始新世 ヤプレシアン期〜漸新世 ルペリアン期, 砂岩泥岩互層 始新世-前期漸新世付加体"
"c14101","[K11_mghls_cb] 中生代 前期白亜紀 ベリアシアン期〜バレミアン期, 石灰質グラノフェルス（石灰質ホルンフェルスを含む） 接触変成岩 黒雲母帯"
"c14141","[K11_mghls_ckc] 中生代 前期白亜紀 ベリアシアン期〜バレミアン期, 石灰質グラノフェルス（石灰質ホルンフェルスを含む） 接触変成岩 カリ長石菫青石帯"
"c14181","[K11_mghls_cph] 中生代 前期白亜紀 ベリアシアン期〜バレミアン期, 石灰質グラノフェルス（石灰質ホルンフェルスを含む） 接触変成岩 斜方輝石帯（輝石ホルンフェルス相）"
"c19720","[Q11_via_al] 新生代 第四紀 更新世 ジェラシアン期, 粗面安山岩 溶岩・火砕岩"
"c1e4bb","[Pg2_sosma] 新生代 古第三紀 始新世 ルテシアン期〜プリアボニアン期, 海成層 砂岩泥岩互層"
"c1eb64","[K214-Pg1_sosma_KPg] 中生代 後期白亜紀 サントニアン期〜新生代 古第三紀 始新世 ヤプレシアン期, 海成層 砂岩泥岩互層 後期白亜紀-始新世付加体"
"c1f5aa","[N12-221_sama_N2] 新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期, 砂岩・泥岩・礫岩 前期中新世後期-中期中新世付加体"
"c24202","[K12_mghls_cb] 中生代 前期白亜紀 アプチアン期〜アルビアン期, 石灰質グラノフェルス（石灰質ホルンフェルスを含む） 接触変成岩 黒雲母帯"
"c24242","[K12_mghls_ckc] 中生代 前期白亜紀 アプチアン期〜アルビアン期, 石灰質グラノフェルス（石灰質ホルンフェルスを含む） 接触変成岩 カリ長石菫青石帯"
"c24282","[K12_mghls_cph] 中生代 前期白亜紀 アプチアン期〜アルビアン期, 石灰質グラノフェルス（石灰質ホルンフェルスを含む） 接触変成岩 斜方輝石帯（輝石ホルンフェルス相）"
"c27a61","[N1_vis_ai] 新生代 新第三紀 中新世 バーディガリアン期〜前期ランギアン期, 安山岩・玄武岩質安山岩 貫入岩"
"c3198a","[C_pam_a] 古生代 石炭紀, 花崗岩 塊状 島弧・大陸"
"c319a2","[C_pan_a] 古生代 石炭紀, 花崗岩 片麻状 島弧・大陸"
"c337b7","[N21_pbd_a] 新生代 新第三紀 中新世 後期ランギアン期〜前期サーラバリアン期, 閃緑岩・石英閃緑岩 島弧・大陸"
"c34303","[K21_mghls_cb] 中生代 後期白亜紀 セノマニアン期〜サントニアン期, 石灰質グラノフェルス（石灰質ホルンフェルスを含む） 接触変成岩 黒雲母帯"
"c34343","[K21_mghls_ckc] 中生代 後期白亜紀 セノマニアン期〜サントニアン期, 石灰質グラノフェルス（石灰質ホルンフェルスを含む） 接触変成岩 カリ長石菫青石帯"
"c34383","[K21_mghls_cph] 中生代 後期白亜紀 セノマニアン期〜サントニアン期, 石灰質グラノフェルス（石灰質ホルンフェルスを含む） 接触変成岩 斜方輝石帯（輝石ホルンフェルス相）"
"c38342","[J1_soc] 中生代 前期ジュラ紀, 海成層 礫岩"
"c38343","[J1_snc] 中生代 前期ジュラ紀, 非海成層 礫岩"
"c38344","[J1_sbc] 中生代 前期ジュラ紀, 汽水成層ないし海成・非海成混合層 礫岩"
"c39637","[N122-221_vi_al_N2] 新生代 新第三紀 中新世 前期ランギアン期〜後期サーラバリアン期, 安山岩・玄武岩質安山岩・粗面安山岩 溶岩・火砕岩 前期中新世後期-中期中新世付加体"
"c3ac78","[K11_soi] 中生代 前期白亜紀 ベリアシアン期〜バレミアン期, 海成層 珪質泥岩"
"c3e350","[K_sosma_Ki] 中生代 白亜紀, 海成層 砂岩泥岩互層 白亜紀付加体"
"c3f3ff","[N3_som] 新生代 新第三紀 中新世 メッシニアン期〜鮮新世, 海成層 泥岩"
"c41c79","[N1_pbg_a] 新生代 新第三紀 中新世 バーディガリアン期〜前期ランギアン期, 斑れい岩 島弧・大陸"
"c44404","[K22_mghls_cb] 中生代 後期白亜紀 カンパニアン期〜マーストリヒチアン期, 石灰質グラノフェルス（石灰質ホルンフェルスを含む） 接触変成岩 黒雲母帯"
"c44444","[K22_mghls_ckc] 中生代 後期白亜紀 カンパニアン期〜マーストリヒチアン期, 石灰質グラノフェルス（石灰質ホルンフェルスを含む） 接触変成岩 カリ長石菫青石帯"
"c44484","[K22_mghls_cph] 中生代 後期白亜紀 カンパニアン期〜マーストリヒチアン期, 石灰質グラノフェルス（石灰質ホルンフェルスを含む） 接触変成岩 斜方輝石帯（輝石ホルンフェルス相）"
"c4bd0a","[P1_soss] 古生代 ペルム紀 シスウラリアン世, 海成層 砂岩"
"c4df46","[K212-22_somas_K2] 中生代 後期白亜紀 チューロニアン期〜マーストリヒチアン期, 砂岩泥岩互層 後期白亜紀付加体"
"c54505","[Pg1_mghls_cb] 新生代 古第三紀 暁新世 ダニアン期〜始新世 ヤプレシアン期, 石灰質グラノフェルス（石灰質ホルンフェルスを含む） 接触変成岩 黒雲母帯"
"c54545","[Pg1_mghls_ckc] 新生代 古第三紀 暁新世 ダニアン期〜始新世 ヤプレシアン期, 石灰質グラノフェルス（石灰質ホルンフェルスを含む） 接触変成岩 カリ長石菫青石帯"
"c54585","[Pg1_mghls_cph] 新生代 古第三紀 暁新世 ダニアン期〜始新世 ヤプレシアン期, 石灰質グラノフェルス（石灰質ホルンフェルスを含む） 接触変成岩 斜方輝石帯（輝石ホルンフェルス相）"
"c59b21","[N2_via_al] 新生代 新第三紀 中新世 後期ランギアン期〜トートニアン期, 粗面安山岩 溶岩・火砕岩"
"c5c913","[Tr1-21_soss] 中生代 前期三畳紀〜後期三畳紀 アニシアン期, 海成層 砂岩"
"c5db3c","[K12-212_somas_K1] 中生代 前期白亜紀 アプチアン期〜後期白亜紀 チューロニアン期, 砂岩泥岩互層 前期白亜紀後期-後期白亜紀前期付加体"
"c62036","[Tr_pim_a] 中生代 三畳紀, 花崗閃緑岩・トーナル岩 塊状 島弧・大陸"
"c64606","[Pg2_mghls_cb] 新生代 古第三紀 始新世 ルテシアン期〜プリアボニアン期, 石灰質グラノフェルス（石灰質ホルンフェルスを含む） 接触変成岩 黒雲母帯"
"c64646","[Pg2_mghls_ckc] 新生代 古第三紀 始新世 ルテシアン期〜プリアボニアン期, 石灰質グラノフェルス（石灰質ホルンフェルスを含む） 接触変成岩 カリ長石菫青石帯"
"c64686","[Pg2_mghls_cph] 新生代 古第三紀 始新世 ルテシアン期〜プリアボニアン期, 石灰質グラノフェルス（石灰質ホルンフェルスを含む） 接触変成岩 斜方輝石帯（輝石ホルンフェルス相）"
"c6d732","[J24-K11_sosma_J3] 中生代 中期ジュラ紀 カロビアン期〜前期白亜紀 バレミアン期, 海成層 砂岩泥岩互層 後期ジュラ紀-前期白亜紀付加体"
"c70810","[C_pin_a] 古生代 石炭紀, 花崗閃緑岩・トーナル岩 片麻状 島弧・大陸"
"c72c8f","[P_pam_a] 古生代 ペルム紀, 花崗岩 塊状 島弧・大陸"
"c72ca5","[P_pan_a] 古生代 ペルム紀, 花崗岩 片麻状 島弧・大陸"
"c74707","[Pg3_mghls_cb] 新生代 古第三紀 漸新世 ルペリアン期, 石灰質グラノフェルス（石灰質ホルンフェルスを含む） 接触変成岩 黒雲母帯"
"c74747","[Pg3_mghls_ckc] 新生代 古第三紀 漸新世 ルペリアン期, 石灰質グラノフェルス（石灰質ホルンフェルスを含む） 接触変成岩 カリ長石菫青石帯"
"c74787","[Pg3_mghls_cph] 新生代 古第三紀 漸新世 ルペリアン期, 石灰質グラノフェルス（石灰質ホルンフェルスを含む） 接触変成岩 斜方輝石帯（輝石ホルンフェルス相）"
"c78746","[J2_soc] 中生代 中期ジュラ紀, 海成層 礫岩"
"c78747","[J2_snc] 中生代 中期ジュラ紀, 非海成層 礫岩"
"c78748","[J2_sbc] 中生代 中期ジュラ紀, 汽水成層ないし海成・非海成混合層 礫岩"
"c7b9af","[N12-221_sx_N2] 新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期, 混在岩 前期中新世後期-中期中新世付加体"
"c7c00a","[P2_soss] 古生代 ペルム紀 グアダルピアン世, 海成層 砂岩"
"c7d328","[J2-31_sosma_J2] 中生代 中期ジュラ紀〜後期ジュラ紀 オックスフォーディアン期, 海成層 砂岩泥岩互層 中期-後期ジュラ紀付加体"
"c7e6c2","[Pg3_sosma] 新生代 古第三紀 漸新世 ルペリアン期, 海成層 砂岩泥岩互層"
"c83bbb","[N22_pbd_a] 新生代 新第三紀 中新世 後期サーラバリアン期〜トートニアン期, 閃緑岩・石英閃緑岩 島弧・大陸"
"c84808","[Pg4_mghls_cb] 新生代 古第三紀 漸新世 チャッティアン期〜新第三紀 中新世 アキタニアン期, 石灰質グラノフェルス（石灰質ホルンフェルスを含む） 接触変成岩 黒雲母帯"
"c84848","[Pg4_mghls_ckc] 新生代 古第三紀 漸新世 チャッティアン期〜新第三紀 中新世 アキタニアン期, 石灰質グラノフェルス（石灰質ホルンフェルスを含む） 接触変成岩 カリ長石菫青石帯"
"c84888","[Pg4_mghls_cph] 新生代 古第三紀 漸新世 チャッティアン期〜新第三紀 中新世 アキタニアン期, 石灰質グラノフェルス（石灰質ホルンフェルスを含む） 接触変成岩 斜方輝石帯（輝石ホルンフェルス相）"
"c8b07d","[K12_soi] 中生代 前期白亜紀 アプチアン期〜アルビアン期, 海成層 珪質泥岩"
"c8c8c8","[N1_sod] 新生代 新第三紀 中新世 バーディガリアン期〜前期ランギアン期, 海成層 崩壊堆積物"
"c8cc13","[Tr22-3_soss] 中生代 後期三畳紀 ラディニアン期〜後期三畳紀, 海成層 砂岩"
"c8cf1e","[J1-22_sosma_J1] 中生代 前期ジュラ紀〜中期ジュラ紀 バッジョシアン期, 海成層 砂岩泥岩互層 前期-中期ジュラ紀付加体"
"c8e6dc","[Q22-H_sdd] 新生代 第四紀 後期チバニアン期〜完新世, 地すべり堆積物"
"c8f0fa","[H_sld] 新生代 第四紀 完新世, 湖沼堆積物"
"c8ff7a","[Q31_std] 新生代 第四紀 後期更新世前期, 段丘堆積物"
"c8ffaa","[Q32-33_std] 新生代 第四紀 後期更新世中期〜後期更新世後期, 段丘堆積物"
"c91d7a","[N21_pbg_a] 新生代 新第三紀 中新世 後期ランギアン期〜前期サーラバリアン期, 斑れい岩 島弧・大陸"
"c94909","[N1_mghls_cb] 新生代 新第三紀 中新世 バーディガリアン期〜前期ランギアン期, 石灰質グラノフェルス（石灰質ホルンフェルスを含む） 接触変成岩 黒雲母帯"
"c94949","[N1_mghls_ckc] 新生代 新第三紀 中新世 バーディガリアン期〜前期ランギアン期, 石灰質グラノフェルス（石灰質ホルンフェルスを含む） 接触変成岩 カリ長石菫青石帯"
"c94989","[N1_mghls_cph] 新生代 新第三紀 中新世 バーディガリアン期〜前期ランギアン期, 石灰質グラノフェルス（石灰質ホルンフェルスを含む） 接触変成岩 斜方輝石帯（輝石ホルンフェルス相）"
"c9694e","[Q11_vis_ai] 新生代 第四紀 更新世 ジェラシアン期, 安山岩・玄武岩質安山岩 貫入岩"
"c9a623","[N3_via_al] 新生代 新第三紀 中新世 メッシニアン期〜鮮新世, 粗面安山岩 溶岩・火砕岩"
"c9cb14","[Tr2-3_sosma_Tr] 中生代 中期三畳紀〜後期三畳紀, 海成層 砂岩泥岩互層 中期-後期三畳紀付加体"
"ca4a0a","[N2_mghls_cb] 新生代 新第三紀 中新世 後期ランギアン期〜トートニアン期, 石灰質グラノフェルス（石灰質ホルンフェルスを含む） 接触変成岩 黒雲母帯"
"ca4a4a","[N2_mghls_ckc] 新生代 新第三紀 中新世 後期ランギアン期〜トートニアン期, 石灰質グラノフェルス（石灰質ホルンフェルスを含む） 接触変成岩 カリ長石菫青石帯"
"ca4a8a","[N2_mghls_cph] 新生代 新第三紀 中新世 後期ランギアン期〜トートニアン期, 石灰質グラノフェルス（石灰質ホルンフェルスを含む） 接触変成岩 斜方輝石帯（輝石ホルンフェルス相）"
"cac30a","[P3_soss] 古生代 ペルム紀 ローピンジアン世, 海成層 砂岩"
"cac70a","[P2-3_sosma_P2] 古生代 ペルム紀 グアダルピアン世〜ローピンジアン世, 海成層 砂岩泥岩互層 中期-後期ペルム紀付加体"
"cb3f94","[Tr_pam_a] 中生代 三畳紀, 花崗岩 塊状 島弧・大陸"
"cb3fa9","[Tr_pan_a] 中生代 三畳紀, 花崗岩 片麻状 島弧・大陸"
"cb4800","[H_vis_al] 新生代 第四紀 完新世, 安山岩・玄武岩質安山岩 溶岩・火砕岩"
"cb4b0b","[N3_mghls_cb] 新生代 新第三紀 中新世 メッシニアン期〜鮮新世, 石灰質グラノフェルス（石灰質ホルンフェルスを含む） 接触変成岩 黒雲母帯"
"cb4b4b","[N3_mghls_ckc] 新生代 新第三紀 中新世 メッシニアン期〜鮮新世, 石灰質グラノフェルス（石灰質ホルンフェルスを含む） 接触変成岩 カリ長石菫青石帯"
"cb4b8b","[N3_mghls_cph] 新生代 新第三紀 中新世 メッシニアン期〜鮮新世, 石灰質グラノフェルス（石灰質ホルンフェルスを含む） 接触変成岩 斜方輝石帯（輝石ホルンフェルス相）"
"cb7f00","[K2-Pg12_mscpe_lb] 中生代 後期白亜紀〜新生代 古第三紀 暁新世 セランディアン期, 泥質片岩 低P/T型広域変成岩　黒雲母帯"
"cb7f14","[K12_mscpe_lb] 中生代 前期白亜紀 アプチアン期〜アルビアン期, 泥質片岩 低P/T型広域変成岩　黒雲母帯"
"cb8b4a","[J3_soc] 中生代 後期ジュラ紀, 海成層 礫岩"
"cb8b4b","[J3_snc] 中生代 後期ジュラ紀, 非海成層 礫岩"
"cb8b4c","[J3_sbc] 中生代 後期ジュラ紀, 汽水成層ないし海成・非海成混合層 礫岩"
"cc4c0c","[Q1_mghls_cb] 新生代 第四紀 更新世 ジェラシアン期〜カラブリアン期, 石灰質グラノフェルス（石灰質ホルンフェルスを含む） 接触変成岩 黒雲母帯"
"cc4c4c","[Q1_mghls_ckc] 新生代 第四紀 更新世 ジェラシアン期〜カラブリアン期, 石灰質グラノフェルス（石灰質ホルンフェルスを含む） 接触変成岩 カリ長石菫青石帯"
"cc4c8c","[Q1_mghls_cph] 新生代 第四紀 更新世 ジェラシアン期〜カラブリアン期, 石灰質グラノフェルス（石灰質ホルンフェルスを含む） 接触変成岩 斜方輝石帯（輝石ホルンフェルス相）"
"cc8001","[K2-Pg12_msl_lb] 中生代 後期白亜紀〜新生代 古第三紀 暁新世 セランディアン期, 粘板岩  低P/T型広域変成岩　黒雲母帯"
"cc8015","[K12_msl_lb] 中生代 前期白亜紀 アプチアン期〜アルビアン期, 粘板岩  低P/T型広域変成岩　黒雲母帯"
"cd3fbf","[N3_pbd_a] 新生代 新第三紀 中新世 メッシニアン期〜鮮新世, 閃緑岩・石英閃緑岩 島弧・大陸"
